product_a,product_b,cat_a,cat_b,coint_pval,adf_pval,hedge_ratio,spread_mean,spread_std,half_life
PANEL_4X4,OXYGEN_SHAKE_MORNING_BREATH,panels,oxygen,0.7502,0.5195,-0.0295,10173.36,456.63,3601.4
PANEL_4X4,OXYGEN_SHAKE_EVENING_BREATH,panels,oxygen,0.7218,0.4847,0.2688,7386.48,444.22,3151.2
PANEL_4X4,OXYGEN_SHAKE_MINT,panels,oxygen,0.3882,0.1816,-0.4862,14662.16,384.51,1842.2
PANEL_4X4,OXYGEN_SHAKE_CHOCOLATE,panels,oxygen,0.671,0.4339,-0.124,11063.44,451.72,3149.8
PANEL_4X4,OXYGEN_SHAKE_GARLIC,panels,oxygen,0.648,0.3995,-0.1044,11123.29,446.08,3026.5
PANEL_4X4,SNACKPACK_CHOCOLATE,panels,snacks,0.7416,0.5087,0.0605,9283.46,456.88,3552.2
PANEL_4X4,SNACKPACK_VANILLA,panels,snacks,0.7399,0.5067,-0.058,10464.74,456.92,3540.5
PANEL_4X4,SNACKPACK_PISTACHIO,panels,snacks,0.7085,0.468,0.2282,7711.82,455.03,3346.6
PANEL_4X4,SNACKPACK_STRAWBERRY,panels,snacks,0.722,0.4849,-0.1687,11684.74,452.9,3383.7
PANEL_4X4,SNACKPACK_RASPBERRY,panels,snacks,0.6051,0.3559,-0.5545,15466.62,447.23,2584.4
PEBBLES_XS,PEBBLES_S,pebbles,pebbles,0.1943,0.0715,1.3886,-4999.24,873.06,1496.5
PEBBLES_XS,PEBBLES_M,pebbles,pebbles,0.2053,0.0768,-1.4627,22417.05,1043.53,1732.0
PEBBLES_XS,PEBBLES_L,pebbles,pebbles,0.8116,0.6023,-0.6255,13768.7,1396.3,7000.0
PEBBLES_XS,PEBBLES_XL,pebbles,pebbles,0.5623,0.3159,-0.6752,16335.13,813.72,2742.1
PEBBLES_XS,UV_VISOR_YELLOW,pebbles,uv_visor,0.7843,0.564,-0.127,8796.09,1446.96,8064.0
PEBBLES_XS,UV_VISOR_AMBER,pebbles,uv_visor,0.0083,0.0017,1.3934,-3619.46,414.24,678.7
PEBBLES_XS,UV_VISOR_ORANGE,pebbles,uv_visor,0.8745,0.7017,-1.8023,26196.13,1056.62,4814.3
PEBBLES_XS,UV_VISOR_RED,pebbles,uv_visor,0.7218,0.4846,-1.3166,21970.3,1225.75,4408.8
PEBBLES_XS,UV_VISOR_MAGENTA,pebbles,uv_visor,0.1199,0.0388,-1.9979,29604.34,773.71,1157.7
PEBBLES_XS,ROBOT_VACUUMING,pebbles,robots,0.1119,0.0356,2.3072,-13744.6,759.04,1163.5
PEBBLES_XS,ROBOT_MOPPING,pebbles,robots,0.5618,0.3155,-1.3675,22584.06,1000.3,2875.0
PEBBLES_XS,ROBOT_DISHES,pebbles,robots,0.0744,0.0215,-2.0292,27733.51,908.5,668.3
PEBBLES_XS,ROBOT_LAUNDRY,pebbles,robots,0.3297,0.1446,1.5832,-8146.69,1074.83,2477.4
PEBBLES_XS,ROBOT_IRONING,pebbles,robots,0.4677,0.2379,1.5132,-5762.72,860.18,2105.3
PEBBLES_XS,GALAXY_SOUNDS_DARK_MATTER,pebbles,galaxy,0.7483,0.5171,-0.8947,16553.95,1419.03,6307.4
PEBBLES_XS,GALAXY_SOUNDS_BLACK_HOLES,pebbles,galaxy,0.6431,0.3944,-1.1253,20308.52,968.46,3283.3
PEBBLES_XS,GALAXY_SOUNDS_PLANETARY_RINGS,pebbles,galaxy,0.9132,0.7736,-1.0134,18315.26,1224.29,8181.8
PEBBLES_XS,GALAXY_SOUNDS_SOLAR_WINDS,pebbles,galaxy,0.6068,0.3576,-1.6789,24928.61,1129.53,3166.8
PEBBLES_XS,GALAXY_SOUNDS_SOLAR_FLAMES,pebbles,galaxy,0.7026,0.4605,0.0855,6456.49,1449.04,7130.7
PEBBLES_XS,TRANSLATOR_SPACE_GRAY,pebbles,translators,0.6236,0.3743,1.4925,-6672.83,1240.25,4049.0
PEBBLES_XS,TRANSLATOR_ASTRO_BLACK,pebbles,translators,0.1795,0.0646,2.3404,-14560.76,887.34,1446.3
PEBBLES_XS,TRANSLATOR_ECLIPSE_CHARCOAL,pebbles,translators,0.6782,0.4325,-0.7404,14670.88,1425.43,6097.0
PEBBLES_XS,TRANSLATOR_GRAPHITE_MIST,pebbles,translators,0.6944,0.4512,-1.1195,18693.9,1337.34,5262.9
PEBBLES_XS,TRANSLATOR_VOID_BLUE,pebbles,translators,0.1242,0.0405,-2.081,30001.35,805.06,1207.5
PEBBLES_XS,SLEEP_POD_SUEDE,pebbles,sleep_pods,0.1979,0.0732,-1.416,23543.76,690.8,1379.0
PEBBLES_XS,SLEEP_POD_LAMB_WOOL,pebbles,sleep_pods,0.7671,0.5411,-0.2163,9718.84,1446.79,7828.9
PEBBLES_XS,SLEEP_POD_POLYESTER,pebbles,sleep_pods,0.2453,0.0974,-1.3246,23088.85,651.54,1369.9
PEBBLES_XS,SLEEP_POD_NYLON,pebbles,sleep_pods,0.356,0.1606,-1.1809,18784.39,1319.19,3650.9
PEBBLES_XS,SLEEP_POD_COTTON,pebbles,sleep_pods,0.6546,0.4066,-1.2816,22178.87,898.23,2884.6
PEBBLES_XS,MICROCHIP_CIRCLE,pebbles,microchips,0.4851,0.2511,-0.5379,12361.31,1420.96,5226.4
PEBBLES_XS,MICROCHIP_OVAL,pebbles,microchips,0.3479,0.1557,0.813,754.48,713.6,2014.2
PEBBLES_XS,MICROCHIP_SQUARE,pebbles,microchips,0.1746,0.0623,-0.7237,17243.13,588.86,1215.9
PEBBLES_XS,MICROCHIP_RECTANGLE,pebbles,microchips,0.2187,0.0834,1.625,-6785.56,779.63,1354.9
PEBBLES_XS,MICROCHIP_TRIANGLE,pebbles,microchips,0.393,0.1848,1.1059,-3307.52,1118.84,2694.5
PEBBLES_XS,OXYGEN_SHAKE_MORNING_BREATH,pebbles,oxygen,0.0991,0.0306,1.7194,-9790.41,917.22,1568.2
PEBBLES_XS,OXYGEN_SHAKE_EVENING_BREATH,pebbles,oxygen,0.7182,0.4803,-0.0879,8219.2,1449.12,7239.1
PEBBLES_XS,OXYGEN_SHAKE_MINT,pebbles,oxygen,0.771,0.5463,0.6188,1316.94,1415.04,7129.0
PEBBLES_XS,OXYGEN_SHAKE_CHOCOLATE,pebbles,oxygen,0.305,0.1298,-1.1522,18416.13,1297.68,3302.4
PEBBLES_XS,OXYGEN_SHAKE_GARLIC,pebbles,oxygen,0.4547,0.2282,-1.2628,22464.07,807.4,2155.8
PEBBLES_XS,SNACKPACK_CHOCOLATE,pebbles,snacks,0.2177,0.0829,4.4287,-36188.28,1144.95,1549.2
PEBBLES_XS,SNACKPACK_VANILLA,pebbles,snacks,0.5559,0.3102,-2.9263,36952.4,1352.15,3410.9
PEBBLES_XS,SNACKPACK_PISTACHIO,pebbles,snacks,0.0939,0.0286,5.9312,-48916.96,929.78,1024.1
PEBBLES_XS,SNACKPACK_STRAWBERRY,pebbles,snacks,0.0362,0.0091,-3.3907,43707.7,762.53,829.4
PEBBLES_XS,SNACKPACK_RASPBERRY,pebbles,snacks,0.7133,0.4736,-0.4145,11581.88,1447.84,7218.2
PEBBLES_S,PEBBLES_M,pebbles,pebbles,0.2358,0.0925,-0.7459,16588.01,656.6,1602.6
PEBBLES_S,PEBBLES_L,pebbles,pebbles,0.73,0.4946,-0.1821,10785.46,825.54,4068.8
PEBBLES_S,PEBBLES_XL,pebbles,pebbles,0.2315,0.0903,-0.3914,14108.22,459.33,1547.9
PEBBLES_S,UV_VISOR_YELLOW,pebbles,uv_visor,0.5688,0.3217,0.2559,6128.68,814.82,3318.9
PEBBLES_S,UV_VISOR_AMBER,pebbles,uv_visor,0.1474,0.0502,0.6798,3553.65,484.79,1273.6
PEBBLES_S,UV_VISOR_ORANGE,pebbles,uv_visor,0.7682,0.5427,-0.7573,16827.98,721.46,3445.2
PEBBLES_S,UV_VISOR_RED,pebbles,uv_visor,0.0388,0.0099,-1.1422,21568.9,493.69,883.1
PEBBLES_S,UV_VISOR_MAGENTA,pebbles,uv_visor,0.358,0.1621,-0.8483,18357.97,650.76,1904.2
PEBBLES_S,ROBOT_VACUUMING,pebbles,robots,0.1851,0.0672,1.1232,-1363.46,577.01,1383.7
PEBBLES_S,ROBOT_MOPPING,pebbles,robots,0.4879,0.2535,-0.6224,15841.22,682.91,2420.8
PEBBLES_S,ROBOT_DISHES,pebbles,robots,0.0094,0.0019,-1.2405,21359.93,466.44,411.3
PEBBLES_S,ROBOT_LAUNDRY,pebbles,robots,0.054,0.0146,1.0592,-1472.1,520.52,1048.6
PEBBLES_S,ROBOT_IRONING,pebbles,robots,0.1426,0.0482,0.8606,1443.69,504.04,1148.8
PEBBLES_S,GALAXY_SOUNDS_DARK_MATTER,pebbles,galaxy,0.6878,0.4435,0.1791,7100.54,831.17,3920.4
PEBBLES_S,GALAXY_SOUNDS_BLACK_HOLES,pebbles,galaxy,0.018,0.004,-0.7694,17755.33,387.96,720.5
PEBBLES_S,GALAXY_SOUNDS_PLANETARY_RINGS,pebbles,galaxy,0.7427,0.5101,-0.1265,10293.92,827.63,4225.7
PEBBLES_S,GALAXY_SOUNDS_SOLAR_WINDS,pebbles,galaxy,0.4874,0.2531,-0.8975,18299.99,677.13,2196.2
PEBBLES_S,GALAXY_SOUNDS_SOLAR_FLAMES,pebbles,galaxy,0.6404,0.3915,0.1691,7056.09,829.8,3677.9
PEBBLES_S,TRANSLATOR_SPACE_GRAY,pebbles,translators,0.1504,0.0515,1.196,-2348.61,576.93,1304.9
PEBBLES_S,TRANSLATOR_ASTRO_BLACK,pebbles,translators,0.546,0.3015,0.7853,1562.18,739.22,2695.5
PEBBLES_S,TRANSLATOR_ECLIPSE_CHARCOAL,pebbles,translators,0.7013,0.4594,-0.0669,9588.87,832.94,4012.6
PEBBLES_S,TRANSLATOR_GRAPHITE_MIST,pebbles,translators,0.6447,0.3961,-0.5863,14844.72,780.12,3234.6
PEBBLES_S,TRANSLATOR_VOID_BLUE,pebbles,translators,0.349,0.1565,-0.91,18813.75,645.37,1791.3
PEBBLES_S,SLEEP_POD_SUEDE,pebbles,sleep_pods,0.4981,0.2616,-0.5665,15389.19,659.11,2348.4
PEBBLES_S,SLEEP_POD_LAMB_WOOL,pebbles,sleep_pods,0.6796,0.4342,-0.559,14914.28,800.64,3475.7
PEBBLES_S,SLEEP_POD_POLYESTER,pebbles,sleep_pods,0.279,0.1155,-0.6468,16590.82,542.76,1547.0
PEBBLES_S,SLEEP_POD_NYLON,pebbles,sleep_pods,0.1553,0.0537,-1.0116,18680.84,655.36,1528.0
PEBBLES_S,SLEEP_POD_COTTON,pebbles,sleep_pods,0.4545,0.228,-0.6529,16458.37,598.74,1944.4
PEBBLES_S,MICROCHIP_CIRCLE,pebbles,microchips,0.195,0.0718,-0.8282,16564.44,706.99,1809.7
PEBBLES_S,MICROCHIP_OVAL,pebbles,microchips,0.0363,0.0091,0.4715,5075.89,398.74,855.0
PEBBLES_S,MICROCHIP_SQUARE,pebbles,microchips,0.5687,0.3217,-0.2805,12745.42,656.38,2550.0
PEBBLES_S,MICROCHIP_RECTANGLE,pebbles,microchips,0.5608,0.3146,0.588,3797.93,706.29,2626.2
PEBBLES_S,MICROCHIP_TRIANGLE,pebbles,microchips,0.0181,0.004,0.8335,858.49,460.26,770.4
PEBBLES_S,OXYGEN_SHAKE_MORNING_BREATH,pebbles,oxygen,0.3692,0.1692,0.7182,1750.3,688.88,2148.9
PEBBLES_S,OXYGEN_SHAKE_EVENING_BREATH,pebbles,oxygen,0.7011,0.4591,-0.0132,9054.56,833.27,4019.8
PEBBLES_S,OXYGEN_SHAKE_MINT,pebbles,oxygen,0.624,0.3746,0.6675,2365.05,761.13,3073.6
PEBBLES_S,OXYGEN_SHAKE_CHOCOLATE,pebbles,oxygen,0.0555,0.0151,-1.0203,18683.68,605.94,1199.6
PEBBLES_S,OXYGEN_SHAKE_GARLIC,pebbles,oxygen,0.0125,0.0026,-0.7727,18147.28,389.49,691.8
PEBBLES_S,SNACKPACK_CHOCOLATE,pebbles,snacks,0.1348,0.0449,2.4599,-15281.6,671.22,1257.6
PEBBLES_S,SNACKPACK_VANILLA,pebbles,snacks,0.372,0.171,-1.8635,27748.95,764.0,2064.0
PEBBLES_S,SNACKPACK_PISTACHIO,pebbles,snacks,0.0568,0.0156,3.1152,-20648.9,594.31,986.5
PEBBLES_S,SNACKPACK_STRAWBERRY,pebbles,snacks,0.1462,0.0497,-1.6453,26548.0,580.11,1181.1
PEBBLES_S,SNACKPACK_RASPBERRY,pebbles,snacks,0.6945,0.4514,-0.1741,10687.25,832.76,3974.6
PEBBLES_M,PEBBLES_L,pebbles,pebbles,0.5447,0.3004,0.3707,6491.91,647.98,2459.0
PEBBLES_M,PEBBLES_XL,pebbles,pebbles,0.3379,0.1496,0.1357,8468.66,644.19,1852.6
PEBBLES_M,UV_VISOR_YELLOW,pebbles,uv_visor,0.5542,0.3087,-0.1386,11782.43,681.29,2755.6
PEBBLES_M,UV_VISOR_AMBER,pebbles,uv_visor,0.1842,0.0668,-0.4496,13820.7,521.69,1466.7
PEBBLES_M,UV_VISOR_ORANGE,pebbles,uv_visor,0.5457,0.3013,0.5521,4507.24,617.01,2321.1
PEBBLES_M,UV_VISOR_RED,pebbles,uv_visor,0.1861,0.0676,0.6985,2535.67,551.88,1423.5
PEBBLES_M,UV_VISOR_MAGENTA,pebbles,uv_visor,0.3581,0.1621,0.5297,4376.9,606.18,1928.0
PEBBLES_M,ROBOT_VACUUMING,pebbles,robots,0.0413,0.0106,-0.9671,19128.69,452.9,905.6
PEBBLES_M,ROBOT_MOPPING,pebbles,robots,0.0334,0.0083,0.6962,2534.91,433.37,878.7
PEBBLES_M,ROBOT_DISHES,pebbles,robots,0.3325,0.1464,0.6155,4096.85,596.41,1422.6
PEBBLES_M,ROBOT_LAUNDRY,pebbles,robots,0.1387,0.0465,-0.7554,17683.59,507.67,1247.6
PEBBLES_M,ROBOT_IRONING,pebbles,robots,0.0146,0.0032,-0.7284,16601.8,397.04,727.1
PEBBLES_M,GALAXY_SOUNDS_DARK_MATTER,pebbles,galaxy,0.5807,0.3327,0.2221,7992.34,683.89,2826.7
PEBBLES_M,GALAXY_SOUNDS_BLACK_HOLES,pebbles,galaxy,0.381,0.1768,0.3617,6115.76,594.07,1989.2
PEBBLES_M,GALAXY_SOUNDS_PLANETARY_RINGS,pebbles,galaxy,0.6066,0.3574,0.1589,8552.84,676.97,2889.9
PEBBLES_M,GALAXY_SOUNDS_SOLAR_WINDS,pebbles,galaxy,0.026,0.0062,0.9943,-115.14,428.49,776.4
PEBBLES_M,GALAXY_SOUNDS_SOLAR_FLAMES,pebbles,galaxy,0.4111,0.197,-0.4439,15186.92,658.16,2224.8
PEBBLES_M,TRANSLATOR_SPACE_GRAY,pebbles,translators,0.5537,0.3083,-0.2457,12580.61,676.64,2722.0
PEBBLES_M,TRANSLATOR_ASTRO_BLACK,pebbles,translators,0.2464,0.098,-0.7923,17698.69,567.93,1573.7
PEBBLES_M,TRANSLATOR_ECLIPSE_CHARCOAL,pebbles,translators,0.4875,0.2531,-0.5801,15956.02,656.15,2315.0
PEBBLES_M,TRANSLATOR_GRAPHITE_MIST,pebbles,translators,0.2059,0.0771,0.8541,1649.52,539.48,1395.0
PEBBLES_M,TRANSLATOR_VOID_BLUE,pebbles,translators,0.506,0.2679,0.3495,6467.82,657.34,2478.4
PEBBLES_M,SLEEP_POD_SUEDE,pebbles,sleep_pods,0.265,0.1078,0.4538,5090.98,553.44,1636.7
PEBBLES_M,SLEEP_POD_LAMB_WOOL,pebbles,sleep_pods,0.4371,0.2153,0.59,3949.67,643.17,2165.1
PEBBLES_M,SLEEP_POD_POLYESTER,pebbles,sleep_pods,0.2204,0.0843,0.4405,5047.13,536.33,1517.3
PEBBLES_M,SLEEP_POD_NYLON,pebbles,sleep_pods,0.1654,0.0582,0.8444,2125.86,537.16,1338.6
PEBBLES_M,SLEEP_POD_COTTON,pebbles,sleep_pods,0.2223,0.0852,0.4911,4601.85,532.01,1491.9
PEBBLES_M,MICROCHIP_CIRCLE,pebbles,microchips,0.5558,0.3102,0.1472,8906.86,683.34,2770.8
PEBBLES_M,MICROCHIP_OVAL,pebbles,microchips,0.1145,0.0366,-0.3344,12998.83,451.34,1156.1
PEBBLES_M,MICROCHIP_SQUARE,pebbles,microchips,0.232,0.0905,0.2511,6849.85,511.77,1379.1
PEBBLES_M,MICROCHIP_RECTANGLE,pebbles,microchips,0.1184,0.0381,-0.6197,15674.37,505.91,1189.5
PEBBLES_M,MICROCHIP_TRIANGLE,pebbles,microchips,0.2541,0.102,-0.4968,15075.72,549.24,1527.7
PEBBLES_M,OXYGEN_SHAKE_MORNING_BREATH,pebbles,oxygen,0.0023,0.0004,-0.9036,19300.1,353.7,548.6
PEBBLES_M,OXYGEN_SHAKE_EVENING_BREATH,pebbles,oxygen,0.382,0.1775,0.6203,4511.52,641.54,1979.4
PEBBLES_M,OXYGEN_SHAKE_MINT,pebbles,oxygen,0.5204,0.2798,-0.4372,14564.66,650.95,2457.7
PEBBLES_M,OXYGEN_SHAKE_CHOCOLATE,pebbles,oxygen,0.444,0.2203,0.4282,6170.84,644.57,2232.0
PEBBLES_M,OXYGEN_SHAKE_GARLIC,pebbles,oxygen,0.3054,0.1304,0.3994,5500.05,572.8,1776.1
PEBBLES_M,SNACKPACK_CHOCOLATE,pebbles,snacks,0.2547,0.1023,-1.6282,26289.89,605.21,1495.5
PEBBLES_M,SNACKPACK_VANILLA,pebbles,snacks,0.4208,0.2037,1.1775,-1626.77,654.91,2083.1
PEBBLES_M,SNACKPACK_PISTACHIO,pebbles,snacks,0.0171,0.0038,-2.559,34562.93,492.84,781.6
PEBBLES_M,SNACKPACK_STRAWBERRY,pebbles,snacks,0.3152,0.136,0.8904,730.61,606.88,1788.1
PEBBLES_M,SNACKPACK_RASPBERRY,pebbles,snacks,0.5166,0.2766,0.6407,3806.87,679.16,2526.4
PEBBLES_L,PEBBLES_XL,pebbles,pebbles,0.6247,0.3754,-0.0691,11087.85,610.11,2870.5
PEBBLES_L,UV_VISOR_YELLOW,pebbles,uv_visor,0.5967,0.3478,0.1442,8594.14,614.52,2614.9
PEBBLES_L,UV_VISOR_AMBER,pebbles,uv_visor,0.6391,0.3902,-0.2107,11840.74,585.83,2610.8
PEBBLES_L,UV_VISOR_ORANGE,pebbles,uv_visor,0.2624,0.1064,0.5699,4232.03,537.43,1576.7
PEBBLES_L,UV_VISOR_RED,pebbles,uv_visor,0.6639,0.4167,0.2343,7581.66,606.9,2763.5
PEBBLES_L,UV_VISOR_MAGENTA,pebbles,uv_visor,0.6427,0.3939,0.2382,7527.51,604.93,2686.2
PEBBLES_L,ROBOT_VACUUMING,pebbles,robots,0.6853,0.4407,-0.4423,14228.16,575.55,2641.9
PEBBLES_L,ROBOT_MOPPING,pebbles,robots,0.5767,0.3291,0.3224,6595.4,571.07,2362.2
PEBBLES_L,ROBOT_DISHES,pebbles,robots,0.6745,0.4284,0.0937,9235.76,620.14,2889.8
PEBBLES_L,ROBOT_LAUNDRY,pebbles,robots,0.6068,0.3575,-0.4139,14239.98,568.01,2365.9
PEBBLES_L,ROBOT_IRONING,pebbles,robots,0.6642,0.417,-0.252,12366.64,591.23,2693.6
PEBBLES_L,GALAXY_SOUNDS_DARK_MATTER,pebbles,galaxy,0.5738,0.3264,0.461,5459.48,603.37,2410.0
PEBBLES_L,GALAXY_SOUNDS_BLACK_HOLES,pebbles,galaxy,0.7015,0.4596,0.093,9107.28,615.91,2984.0
PEBBLES_L,GALAXY_SOUNDS_PLANETARY_RINGS,pebbles,galaxy,0.509,0.2703,0.2461,7523.99,593.1,2290.3
PEBBLES_L,GALAXY_SOUNDS_SOLAR_WINDS,pebbles,galaxy,0.4993,0.2625,0.4311,5674.5,576.96,2148.3
PEBBLES_L,GALAXY_SOUNDS_SOLAR_FLAMES,pebbles,galaxy,0.4893,0.2546,-0.4719,15408.31,584.96,2126.4
PEBBLES_L,TRANSLATOR_SPACE_GRAY,pebbles,translators,0.5382,0.2948,0.2393,7917.47,610.6,2435.3
PEBBLES_L,TRANSLATOR_ASTRO_BLACK,pebbles,translators,0.6605,0.4129,-0.1308,11401.28,619.03,2840.3
PEBBLES_L,TRANSLATOR_ECLIPSE_CHARCOAL,pebbles,translators,0.6382,0.3892,0.1207,8989.22,620.85,2774.5
PEBBLES_L,TRANSLATOR_GRAPHITE_MIST,pebbles,translators,0.1243,0.0406,0.8098,2007.19,472.9,1137.2
PEBBLES_L,TRANSLATOR_VOID_BLUE,pebbles,translators,0.6715,0.4251,0.1592,8445.57,615.46,2853.3
PEBBLES_L,SLEEP_POD_SUEDE,pebbles,sleep_pods,0.597,0.3481,0.2491,7335.14,580.56,2438.5
PEBBLES_L,SLEEP_POD_LAMB_WOOL,pebbles,sleep_pods,0.6503,0.4019,0.07,9425.44,621.66,2822.7
PEBBLES_L,SLEEP_POD_POLYESTER,pebbles,sleep_pods,0.5208,0.2801,0.2747,6920.93,561.39,2176.5
PEBBLES_L,SLEEP_POD_NYLON,pebbles,sleep_pods,0.6583,0.4106,0.0328,9858.28,622.11,2855.7
PEBBLES_L,SLEEP_POD_COTTON,pebbles,sleep_pods,0.4112,0.1971,0.3597,6027.08,534.15,1848.0
PEBBLES_L,MICROCHIP_CIRCLE,pebbles,microchips,0.316,0.1365,-0.5254,15016.04,555.88,1746.7
PEBBLES_L,MICROCHIP_OVAL,pebbles,microchips,0.7234,0.4866,-0.1294,11232.42,589.05,2936.2
PEBBLES_L,MICROCHIP_SQUARE,pebbles,microchips,0.5331,0.2904,0.1375,8305.42,569.21,2245.2
PEBBLES_L,MICROCHIP_RECTANGLE,pebbles,microchips,0.6008,0.3518,-0.2102,12009.98,601.91,2547.6
PEBBLES_L,MICROCHIP_TRIANGLE,pebbles,microchips,0.695,0.452,-0.1052,11193.3,616.12,2949.2
PEBBLES_L,OXYGEN_SHAKE_MORNING_BREATH,pebbles,oxygen,0.597,0.3481,-0.3745,13919.59,572.29,2381.3
PEBBLES_L,OXYGEN_SHAKE_EVENING_BREATH,pebbles,oxygen,0.412,0.1976,0.6528,4121.35,564.95,1786.5
PEBBLES_L,OXYGEN_SHAKE_MINT,pebbles,oxygen,0.3375,0.1493,-0.6209,16282.94,536.43,1676.6
PEBBLES_L,OXYGEN_SHAKE_CHOCOLATE,pebbles,oxygen,0.5819,0.3338,-0.1587,11690.63,615.94,2580.6
PEBBLES_L,OXYGEN_SHAKE_GARLIC,pebbles,oxygen,0.6774,0.4317,0.0462,9623.47,620.77,2917.5
PEBBLES_L,SNACKPACK_CHOCOLATE,pebbles,snacks,0.6395,0.3906,-0.5142,15235.77,613.71,2686.6
PEBBLES_L,SNACKPACK_VANILLA,pebbles,snacks,0.6179,0.3685,-0.2697,12897.22,620.47,2699.5
PEBBLES_L,SNACKPACK_PISTACHIO,pebbles,snacks,0.6766,0.4308,-0.275,12785.79,620.19,2897.6
PEBBLES_L,SNACKPACK_STRAWBERRY,pebbles,snacks,0.5904,0.3418,0.5278,4522.87,592.0,2425.0
PEBBLES_L,SNACKPACK_RASPBERRY,pebbles,snacks,0.4098,0.1961,-0.9325,19572.02,601.85,1933.8
PEBBLES_XL,UV_VISOR_YELLOW,pebbles,uv_visor,0.6829,0.4379,-0.1344,14698.48,1774.18,4161.7
PEBBLES_XL,UV_VISOR_AMBER,pebbles,uv_visor,0.3529,0.1589,-1.4129,24404.36,1082.59,1718.0
PEBBLES_XL,UV_VISOR_ORANGE,pebbles,uv_visor,0.8675,0.6897,1.4376,-1763.47,1590.46,4867.5
PEBBLES_XL,UV_VISOR_RED,pebbles,uv_visor,0.5774,0.3296,1.5259,-3656.36,1533.57,2800.2
PEBBLES_XL,UV_VISOR_MAGENTA,pebbles,uv_visor,0.2805,0.1163,2.0782,-9867.02,1237.03,1552.7
PEBBLES_XL,ROBOT_VACUUMING,pebbles,robots,0.3891,0.1821,-2.021,31751.49,1409.23,2087.9
PEBBLES_XL,ROBOT_MOPPING,pebbles,robots,0.6885,0.4444,0.9713,2444.21,1612.73,3594.4
PEBBLES_XL,ROBOT_DISHES,pebbles,robots,0.006,0.0011,2.5605,-12426.35,1060.52,467.4
PEBBLES_XL,ROBOT_LAUNDRY,pebbles,robots,0.4395,0.2171,-1.4731,27695.36,1528.78,2517.7
PEBBLES_XL,ROBOT_IRONING,pebbles,robots,0.5293,0.2872,-1.3934,25350.57,1414.86,2503.0
PEBBLES_XL,GALAXY_SOUNDS_DARK_MATTER,pebbles,galaxy,0.7099,0.4698,0.0325,12893.54,1776.51,4395.1
PEBBLES_XL,GALAXY_SOUNDS_BLACK_HOLES,pebbles,galaxy,0.1766,0.0633,1.44,-3286.96,1118.58,1406.0
PEBBLES_XL,GALAXY_SOUNDS_PLANETARY_RINGS,pebbles,galaxy,0.8397,0.6445,0.7349,5313.67,1685.05,5093.0
PEBBLES_XL,GALAXY_SOUNDS_SOLAR_WINDS,pebbles,galaxy,0.7253,0.4889,1.151,1211.66,1663.79,3861.3
PEBBLES_XL,GALAXY_SOUNDS_SOLAR_FLAMES,pebbles,galaxy,0.8003,0.5862,0.661,5892.92,1751.45,4842.4
PEBBLES_XL,TRANSLATOR_SPACE_GRAY,pebbles,translators,0.0655,0.0185,-2.6821,38523.25,1156.77,1117.8
PEBBLES_XL,TRANSLATOR_ASTRO_BLACK,pebbles,translators,0.3992,0.1889,-2.2028,33899.04,1411.49,2047.6
PEBBLES_XL,TRANSLATOR_ECLIPSE_CHARCOAL,pebbles,translators,0.6188,0.3694,1.2667,794.77,1718.48,3444.5
PEBBLES_XL,TRANSLATOR_GRAPHITE_MIST,pebbles,translators,0.7112,0.4713,0.0418,12804.36,1776.42,4402.1
PEBBLES_XL,TRANSLATOR_VOID_BLUE,pebbles,translators,0.0483,0.0128,2.4823,-13728.65,1043.37,927.4
PEBBLES_XL,SLEEP_POD_SUEDE,pebbles,sleep_pods,0.5618,0.3155,1.2797,-1359.36,1352.72,2500.2
PEBBLES_XL,SLEEP_POD_LAMB_WOOL,pebbles,sleep_pods,0.7187,0.4811,0.1153,11991.67,1775.91,4446.9
PEBBLES_XL,SLEEP_POD_POLYESTER,pebbles,sleep_pods,0.6034,0.3542,1.2561,-1647.86,1283.86,2464.0
PEBBLES_XL,SLEEP_POD_NYLON,pebbles,sleep_pods,0.3448,0.1538,1.3153,550.57,1645.71,2547.2
PEBBLES_XL,SLEEP_POD_COTTON,pebbles,sleep_pods,0.7483,0.5172,1.0836,733.81,1493.58,3559.9
PEBBLES_XL,MICROCHIP_CIRCLE,pebbles,microchips,0.0884,0.0266,1.7444,-2848.6,1514.35,1712.6
PEBBLES_XL,MICROCHIP_OVAL,pebbles,microchips,0.2985,0.1264,-0.8207,19938.34,1238.56,1914.1
PEBBLES_XL,MICROCHIP_SQUARE,pebbles,microchips,0.7059,0.4649,0.6156,4856.01,1373.48,3062.3
PEBBLES_XL,MICROCHIP_RECTANGLE,pebbles,microchips,0.6278,0.3785,-1.3831,25303.48,1440.23,2754.2
PEBBLES_XL,MICROCHIP_TRIANGLE,pebbles,microchips,0.2009,0.0747,-1.3374,26179.96,1383.45,1710.2
PEBBLES_XL,OXYGEN_SHAKE_MORNING_BREATH,pebbles,oxygen,0.4936,0.258,-1.1594,24820.59,1607.24,2918.1
PEBBLES_XL,OXYGEN_SHAKE_EVENING_BREATH,pebbles,oxygen,0.7744,0.5508,-1.1721,24092.9,1713.63,4212.0
PEBBLES_XL,OXYGEN_SHAKE_MINT,pebbles,oxygen,0.7212,0.484,-0.2281,15469.83,1772.76,4447.8
